ensembl_gene_id,symbol,type,entrez_id
ENSG00000131203,IDO1,mRNA,3620
ENSG00000188676,IDO2,mRNA,169355
ENSG00000010404,IDS,mRNA,3423
ENSG00000127415,IDUA,mRNA,3425
ENSG00000160888,IER2,mRNA,9592
ENSG00000137331,IER3,mRNA,8870
ENSG00000134049,IER3IP1,mRNA,51124
ENSG00000162783,IER5,lncRNA,51278
ENSG00000188483,IER5L,mRNA,389792
ENSG00000010295,IFFO1,lncRNA,25900
ENSG00000169991,IFFO2,lncRNA,126917
ENSG00000126709,IFI6,lncRNA,2537
ENSG00000163565,IFI16,lncRNA,3428
ENSG00000165949,IFI27,mRNA,3429
ENSG00000165948,IFI27L1,mRNA,122509
ENSG00000119632,IFI27L2,lncRNA,83982
ENSG00000216490,IFI30,mRNA,10437
ENSG00000068079,IFI35,mRNA,3430
ENSG00000137965,IFI44,lncRNA,10561
ENSG00000137959,IFI44L,lncRNA,10964
ENSG00000115267,IFIH1,mRNA,64135
ENSG00000185745,IFIT1,lncRNA,3434
ENSG00000204010,IFIT1B,mRNA,439996
ENSG00000119922,IFIT2,mRNA,3433
ENSG00000119917,IFIT3,mRNA,3437
ENSG00000152778,IFIT5,mRNA,24138
ENSG00000185885,IFITM1,mRNA,8519
ENSG00000185201,IFITM2,mRNA,10581
ENSG00000142089,IFITM3,mRNA,10410
ENSG00000206013,IFITM5,mRNA,387733
ENSG00000244242,IFITM10,mRNA,402778
ENSG00000197919,IFNA1,mRNA,3439
ENSG00000188379,IFNA2,lncRNA,3440
ENSG00000236637,IFNA4,lncRNA,3441
ENSG00000147873,IFNA5,lncRNA,3442
ENSG00000120235,IFNA6,lncRNA,3443
ENSG00000214042,IFNA7,mRNA,3444
ENSG00000120242,IFNA8,lncRNA,3445
ENSG00000186803,IFNA10,mRNA,3446
ENSG00000233816,IFNA13,mRNA,3447
ENSG00000228083,IFNA14,lncRNA,3448
ENSG00000147885,IFNA16,lncRNA,3449
ENSG00000234829,IFNA17,lncRNA,3451
ENSG00000137080,IFNA21,mRNA,3452
ENSG00000142166,IFNAR1,lncRNA,3454
ENSG00000159110,IFNAR2,lncRNA,3455
ENSG00000171855,IFNB1,lncRNA,3456
ENSG00000184995,IFNE,lncRNA,338376
ENSG00000111537,IFNG,mRNA,3458
ENSG00000027697,IFNGR1,lncRNA,3459
ENSG00000159128,IFNGR2,lncRNA,3460
ENSG00000147896,IFNK,mRNA,56832
ENSG00000182393,IFNL1,lncRNA,282618
ENSG00000183709,IFNL2,lncRNA,282616
ENSG00000197110,IFNL3,lncRNA,282617
ENSG00000272395,IFNL4,mRNA,101180976
ENSG00000185436,IFNLR1,lncRNA,163702
ENSG00000177047,IFNW1,lncRNA,3467
ENSG00000006652,IFRD1,mRNA,3475
ENSG00000214706,IFRD2,lncRNA,7866
ENSG00000109083,IFT20,mRNA,90410
ENSG00000128581,IFT22,lncRNA,64792
ENSG00000100360,IFT27,mRNA,11020
ENSG00000119650,IFT43,lncRNA,112752
ENSG00000118096,IFT46,mRNA,56912
ENSG00000101052,IFT52,mRNA,51098
ENSG00000114446,IFT57,mRNA,55081
ENSG00000096872,IFT74,mRNA,80173
ENSG00000068885,IFT80,lncRNA,57560
ENSG00000122970,IFT81,mRNA,28981
ENSG00000032742,IFT88,mRNA,8100
ENSG00000163913,IFT122,lncRNA,55764
ENSG00000187535,IFT140,mRNA,9742
ENSG00000138002,IFT172,lncRNA,26160
ENSG00000166352,IFTAP,lncRNA,119710
ENSG00000089289,IGBP1,mRNA,3476
ENSG00000266826,IGBP1C,mRNA,645545
ENSG00000174498,IGDCC3,mRNA,9543
ENSG00000103742,IGDCC4,mRNA,57722
ENSG00000017427,IGF1,mRNA,3479
ENSG00000140443,IGF1R,lncRNA,3480
ENSG00000167244,IGF2,mRNA,3481
ENSG00000159217,IGF2BP1,mRNA,10642
ENSG00000073792,IGF2BP2,lncRNA,10644
ENSG00000136231,IGF2BP3,mRNA,10643
ENSG00000197081,IGF2R,lncRNA,3482
ENSG00000099769,IGFALS,lncRNA,3483
ENSG00000146678,IGFBP1,lncRNA,3484
ENSG00000115457,IGFBP2,mRNA,3485
ENSG00000146674,IGFBP3,mRNA,3486
ENSG00000141753,IGFBP4,mRNA,3487
ENSG00000115461,IGFBP5,mRNA,3488
ENSG00000167779,IGFBP6,lncRNA,3489
ENSG00000163453,IGFBP7,mRNA,3490
ENSG00000137142,IGFBPL1,mRNA,347252
ENSG00000188293,IGFL1,lncRNA,374918
ENSG00000204866,IGFL2,lncRNA,147920
ENSG00000188624,IGFL3,mRNA,388555
ENSG00000204869,IGFL4,lncRNA,444882
ENSG00000126246,IGFLR1,mRNA,79713
ENSG00000163395,IGFN1,lncRNA,91156
ENSG00000132740,IGHMBP2,lncRNA,3508
ENSG00000182700,IGIP,lncRNA,492311
ENSG00000128322,IGLL1,lncRNA,3543
ENSG00000254709,IGLL5,lncRNA,100423062
ENSG00000142549,IGLON5,mRNA,402665
ENSG00000147255,IGSF1,mRNA,3547
ENSG00000143061,IGSF3,mRNA,3321
ENSG00000183067,IGSF5,mRNA,150084
ENSG00000140749,IGSF6,mRNA,10261
ENSG00000162729,IGSF8,lncRNA,93185
ENSG00000085552,IGSF9,lncRNA,57549
ENSG00000080854,IGSF9B,lncRNA,22997
ENSG00000152580,IGSF10,mRNA,285313
ENSG00000144847,IGSF11,lncRNA,152404
ENSG00000117154,IGSF21,lncRNA,84966
ENSG00000179057,IGSF22,mRNA,283284
ENSG00000216588,IGSF23,mRNA,147710
ENSG00000163501,IHH,mRNA,3549
ENSG00000173421,IHO1,mRNA,339834
ENSG00000113141,IK,lncRNA,3550
ENSG00000166130,IKBIP,mRNA,121457
ENSG00000104365,IKBKB,mRNA,3551
ENSG00000263528,IKBKE,mRNA,9641
ENSG00000269335,IKBKG,mRNA,8517
ENSG00000185811,IKZF1,lncRNA,10320
ENSG00000030419,IKZF2,mRNA,22807
ENSG00000161405,IKZF3,mRNA,22806
ENSG00000123411,IKZF4,mRNA,64375
ENSG00000095574,IKZF5,lncRNA,64376
ENSG00000115008,IL1A,mRNA,3552
ENSG00000125538,IL1B,mRNA,3553
ENSG00000136697,IL1F10,mRNA,84639
ENSG00000115594,IL1R1,lncRNA,3554
ENSG00000115590,IL1R2,mRNA,7850
ENSG00000196083,IL1RAP,mRNA,3556
ENSG00000169306,IL1RAPL1,mRNA,11141
ENSG00000189108,IL1RAPL2,lncRNA,26280
ENSG00000115602,IL1RL1,mRNA,9173
ENSG00000115598,IL1RL2,mRNA,8808
ENSG00000136689,IL1RN,mRNA,3557
ENSG00000109471,IL2,lncRNA,3558
ENSG00000134460,IL2RA,lncRNA,3559
ENSG00000100385,IL2RB,mRNA,3560
ENSG00000147168,IL2RG,mRNA,3561
ENSG00000164399,IL3,lncRNA,3562
ENSG00000185291,IL3RA,lncRNA,3563
ENSG00000113520,IL4,mRNA,3565
ENSG00000104951,IL4I1,mRNA,259307
ENSG00000077238,IL4R,lncRNA,3566
ENSG00000113525,IL5,lncRNA,3567
ENSG00000091181,IL5RA,mRNA,3568
ENSG00000136244,IL6,lncRNA,3569
ENSG00000160712,IL6R,mRNA,3570
ENSG00000134352,IL6ST,lncRNA,3572
ENSG00000104432,IL7,lncRNA,3574
ENSG00000168685,IL7R,mRNA,3575
ENSG00000145839,IL9,lncRNA,3578
ENSG00000124334,IL9R,lncRNA,3581
ENSG00000136634,IL10,lncRNA,3586
ENSG00000110324,IL10RA,lncRNA,3587
ENSG00000243646,IL10RB,lncRNA,3588
ENSG00000095752,IL11,lncRNA,3589
ENSG00000137070,IL11RA,mRNA,3590
ENSG00000168811,IL12A,lncRNA,3592
ENSG00000113302,IL12B,mRNA,3593
ENSG00000096996,IL12RB1,mRNA,3594
ENSG00000081985,IL12RB2,mRNA,3595
ENSG00000169194,IL13,mRNA,3596
ENSG00000131724,IL13RA1,lncRNA,3597
ENSG00000123496,IL13RA2,mRNA,3598
ENSG00000164136,IL15,mRNA,3600
ENSG00000134470,IL15RA,lncRNA,3601
ENSG00000172349,IL16,mRNA,3603
ENSG00000112115,IL17A,lncRNA,3605
ENSG00000127743,IL17B,lncRNA,27190
ENSG00000124391,IL17C,mRNA,27189
ENSG00000172458,IL17D,lncRNA,53342
ENSG00000112116,IL17F,mRNA,112744
ENSG00000177663,IL17RA,mRNA,23765
ENSG00000056736,IL17RB,mRNA,55540
ENSG00000163702,IL17RC,lncRNA,84818
ENSG00000144730,IL17RD,mRNA,54756
ENSG00000163701,IL17RE,mRNA,132014
ENSG00000188263,IL17REL,lncRNA,400935
ENSG00000150782,IL18,mRNA,3606
ENSG00000137496,IL18BP,mRNA,10068
ENSG00000115604,IL18R1,mRNA,8809
ENSG00000115607,IL18RAP,lncRNA,8807
ENSG00000142224,IL19,mRNA,29949
ENSG00000162891,IL20,lncRNA,50604
ENSG00000016402,IL20RA,mRNA,53832
ENSG00000174564,IL20RB,mRNA,53833
ENSG00000138684,IL21,mRNA,59067
ENSG00000103522,IL21R,mRNA,50615
ENSG00000127318,IL22,mRNA,50616
ENSG00000142677,IL22RA1,mRNA,58985
ENSG00000164485,IL22RA2,lncRNA,116379
ENSG00000110944,IL23A,lncRNA,51561
ENSG00000162594,IL23R,mRNA,149233
ENSG00000162892,IL24,mRNA,11009
ENSG00000166090,IL25,lncRNA,64806
ENSG00000111536,IL26,mRNA,55801
ENSG00000197272,IL27,lncRNA,246778
ENSG00000104998,IL27RA,mRNA,9466
ENSG00000204671,IL31,mRNA,386653
ENSG00000164509,IL31RA,mRNA,133396
ENSG00000008517,IL32,lncRNA,9235
ENSG00000137033,IL33,lncRNA,90865
ENSG00000157368,IL34,lncRNA,146433
ENSG00000136694,IL36A,lncRNA,27179
ENSG00000136696,IL36B,lncRNA,27177
ENSG00000136688,IL36G,mRNA,56300
ENSG00000136695,IL36RN,mRNA,26525
ENSG00000125571,IL37,lncRNA,27178
ENSG00000145103,ILDR1,lncRNA,286676
ENSG00000143195,ILDR2,lncRNA,387597
ENSG00000143621,ILF2,mRNA,3608
ENSG00000129351,ILF3,lncRNA,3609
ENSG00000166333,ILK,lncRNA,3611
ENSG00000132323,ILKAP,lncRNA,80895
ENSG00000196821,ILRUN,lncRNA,64771
ENSG00000105135,ILVBL,lncRNA,10994
ENSG00000148950,IMMP1L,lncRNA,196294
ENSG00000184903,IMMP2L,mRNA,83943
ENSG00000132305,IMMT,lncRNA,10989
ENSG00000177971,IMP3,mRNA,55272
ENSG00000136718,IMP4,mRNA,92856
ENSG00000133731,IMPA1,lncRNA,3612
ENSG00000141401,IMPA2,lncRNA,3613
ENSG00000154059,IMPACT,mRNA,55364
ENSG00000106348,IMPDH1,lncRNA,3614
ENSG00000178035,IMPDH2,lncRNA,3615
ENSG00000112706,IMPG1,mRNA,3617
ENSG00000081148,IMPG2,lncRNA,50939
ENSG00000148798,INA,lncRNA,9118
ENSG00000257704,INAFM1,mRNA,255783
ENSG00000259330,INAFM2,lncRNA,100505573
ENSG00000163362,INAVA,mRNA,55765
ENSG00000196388,INCA1,mRNA,388324
ENSG00000149503,INCENP,mRNA,3619
ENSG00000203485,INF2,mRNA,64423
ENSG00000153487,ING1,lncRNA,3621
ENSG00000168556,ING2,lncRNA,3622
ENSG00000071243,ING3,lncRNA,54556
ENSG00000111653,ING4,lncRNA,51147
ENSG00000168395,ING5,mRNA,84289
ENSG00000123999,INHA,lncRNA,3623
ENSG00000122641,INHBA,mRNA,3624
ENSG00000163083,INHBB,mRNA,3625
ENSG00000175189,INHBC,lncRNA,3626
ENSG00000139269,INHBE,mRNA,83729
ENSG00000148153,INIP,lncRNA,58493
ENSG00000185614,INKA1,mRNA,389119
ENSG00000197852,INKA2,lncRNA,55924
ENSG00000241644,INMT,lncRNA,11185
ENSG00000128908,INO80,mRNA,54617
ENSG00000115274,INO80B,mRNA,83444
ENSG00000153391,INO80C,lncRNA,125476
ENSG00000114933,INO80D,mRNA,54891
ENSG00000169592,INO80E,lncRNA,283899
ENSG00000151689,INPP1,lncRNA,3628
ENSG00000040933,INPP4A,mRNA,3631
ENSG00000109452,INPP4B,mRNA,8821
ENSG00000068383,INPP5A,mRNA,3632
ENSG00000204084,INPP5B,lncRNA,3633
ENSG00000168918,INPP5D,mRNA,3635
ENSG00000148384,INPP5E,lncRNA,56623
ENSG00000198825,INPP5F,mRNA,22876
ENSG00000185133,INPP5J,lncRNA,27124
ENSG00000132376,INPP5K,mRNA,51763
ENSG00000165458,INPPL1,lncRNA,3636
ENSG00000254647,INS,mRNA,3630
ENSG00000188487,INSC,lncRNA,387755
ENSG00000186480,INSIG1,lncRNA,3638
ENSG00000125629,INSIG2,lncRNA,51141
ENSG00000248099,INSL3,lncRNA,3640
ENSG00000120211,INSL4,mRNA,3641
ENSG00000172410,INSL5,mRNA,10022
ENSG00000120210,INSL6,lncRNA,11172
ENSG00000173404,INSM1,lncRNA,3642
ENSG00000168348,INSM2,lncRNA,84684
ENSG00000171105,INSR,mRNA,3643
ENSG00000027644,INSRR,lncRNA,3645
ENSG00000205363,INSYN1,mRNA,388135
ENSG00000188916,INSYN2A,lncRNA,642938
ENSG00000204767,INSYN2B,lncRNA,100131897
ENSG00000164880,INTS1,mRNA,26173
ENSG00000108506,INTS2,lncRNA,57508
ENSG00000143624,INTS3,mRNA,65123
ENSG00000149262,INTS4,mRNA,92105
ENSG00000185085,INTS5,mRNA,80789
ENSG00000102786,INTS6,mRNA,26512
ENSG00000165359,INTS6L,lncRNA,203522
ENSG00000143493,INTS7,lncRNA,25896
ENSG00000164941,INTS8,mRNA,55656
ENSG00000104299,INTS9,lncRNA,55756
ENSG00000104613,INTS10,mRNA,55174
ENSG00000127054,INTS11,lncRNA,54973
ENSG00000138785,INTS12,lncRNA,57117
ENSG00000064102,INTS13,lncRNA,55726
ENSG00000138614,INTS14,mRNA,81556
ENSG00000146576,INTS15,lncRNA,79034
ENSG00000164066,INTU,mRNA,27152
ENSG00000119509,INVS,mRNA,27130
ENSG00000176095,IP6K1,lncRNA,9807
ENSG00000068745,IP6K2,lncRNA,51447
ENSG00000161896,IP6K3,mRNA,117283
ENSG00000074706,IPCEF1,lncRNA,26034
ENSG00000151151,IPMK,lncRNA,253430
ENSG00000196497,IPO4,lncRNA,79711
ENSG00000065150,IPO5,lncRNA,3843
ENSG00000205339,IPO7,mRNA,10527
ENSG00000133704,IPO8,lncRNA,10526
ENSG00000198700,IPO9,mRNA,55705
ENSG00000086200,IPO11,lncRNA,51194
ENSG00000117408,IPO13,mRNA,9670
ENSG00000197429,IPP,lncRNA,3652
ENSG00000127080,IPPK,lncRNA,64768
ENSG00000203499,IQANK1,lncRNA,642574
ENSG00000132321,IQCA1,lncRNA,79781
ENSG00000278685,IQCA1L,mRNA,392843
ENSG00000173226,IQCB1,lncRNA,9657
ENSG00000160051,IQCC,lncRNA,55721
ENSG00000166578,IQCD,lncRNA,115811
ENSG00000106012,IQCE,mRNA,23288
ENSG00000173389,IQCF1,mRNA,132141
ENSG00000184345,IQCF2,mRNA,389123
ENSG00000229972,IQCF3,mRNA,401067
ENSG00000214681,IQCF5,lncRNA,389124
ENSG00000214686,IQCF6,mRNA,440956
ENSG00000114473,IQCG,mRNA,84223
ENSG00000103599,IQCH,lncRNA,64799
ENSG00000214216,IQCJ,mRNA,654502
ENSG00000174628,IQCK,mRNA,124152
ENSG00000234828,IQCM,mRNA,285423
ENSG00000130518,IQCN,mRNA,80726
ENSG00000140575,IQGAP1,lncRNA,8826
ENSG00000145703,IQGAP2,mRNA,10788
ENSG00000183856,IQGAP3,mRNA,128239
ENSG00000144711,IQSEC1,mRNA,9922
ENSG00000124313,IQSEC2,lncRNA,23096
ENSG00000120645,IQSEC3,lncRNA,440073
ENSG00000164675,IQUB,mRNA,154865
ENSG00000072952,IRAG1,mRNA,10335
ENSG00000118308,IRAG2,mRNA,4033
ENSG00000184216,IRAK1,mRNA,3654
ENSG00000146243,IRAK1BP1,mRNA,134728
ENSG00000134070,IRAK2,mRNA,3656
ENSG00000090376,IRAK3,lncRNA,11213
ENSG00000198001,IRAK4,lncRNA,51135
ENSG00000136381,IREB2,mRNA,3658
ENSG00000125347,IRF1,mRNA,3659
ENSG00000168310,IRF2,lncRNA,3660
ENSG00000170604,IRF2BP1,mRNA,26145
ENSG00000168264,IRF2BP2,lncRNA,359948
ENSG00000119669,IRF2BPL,mRNA,64207
ENSG00000126456,IRF3,lncRNA,3661
ENSG00000137265,IRF4,mRNA,3662
ENSG00000128604,IRF5,mRNA,3663
ENSG00000117595,IRF6,lncRNA,3664
ENSG00000185507,IRF7,mRNA,3665
ENSG00000140968,IRF8,lncRNA,3394
ENSG00000213928,IRF9,mRNA,10379
ENSG00000124449,IRGC,lncRNA,56269
ENSG00000237693,IRGM,mRNA,345611
ENSG00000167378,IRGQ,lncRNA,126298
ENSG00000169047,IRS1,mRNA,3667
ENSG00000185950,IRS2,lncRNA,8660
ENSG00000133124,IRS4,lncRNA,8471
ENSG00000170549,IRX1,mRNA,79192
ENSG00000170561,IRX2,mRNA,153572
ENSG00000177508,IRX3,lncRNA,79191
ENSG00000113430,IRX4,mRNA,50805
ENSG00000176842,IRX5,lncRNA,10265
ENSG00000159387,IRX6,mRNA,79190
ENSG00000135070,ISCA1,lncRNA,81689
ENSG00000165898,ISCA2,lncRNA,122961
ENSG00000136003,ISCU,lncRNA,23479
ENSG00000187608,ISG15,lncRNA,9636
ENSG00000172183,ISG20,mRNA,3669
ENSG00000143319,ISG20L2,lncRNA,81875
ENSG00000016082,ISL1,lncRNA,3670
ENSG00000159556,ISL2,mRNA,64843
ENSG00000129009,ISLR,mRNA,3671
ENSG00000167178,ISLR2,lncRNA,57611
ENSG00000101230,ISM1,lncRNA,140862
ENSG00000100593,ISM2,lncRNA,145501
ENSG00000066583,ISOC1,mRNA,51015
ENSG00000063241,ISOC2,lncRNA,79763
ENSG00000182149,IST1,lncRNA,9798
ENSG00000175329,ISX,mRNA,91464
ENSG00000240682,ISY1,mRNA,57461
ENSG00000105655,ISYNA1,lncRNA,51477
ENSG00000078747,ITCH,lncRNA,83737
ENSG00000129636,ITFG1,lncRNA,81533
ENSG00000111203,ITFG2,mRNA,55846
ENSG00000213949,ITGA1,lncRNA,3672
ENSG00000164171,ITGA2,mRNA,3673
ENSG00000005961,ITGA2B,lncRNA,3674
ENSG00000005884,ITGA3,lncRNA,3675
ENSG00000115232,ITGA4,lncRNA,3676
ENSG00000161638,ITGA5,lncRNA,3678
ENSG00000091409,ITGA6,lncRNA,3655
ENSG00000135424,ITGA7,lncRNA,3679
ENSG00000077943,ITGA8,lncRNA,8516
ENSG00000144668,ITGA9,lncRNA,3680
ENSG00000143127,ITGA10,mRNA,8515
ENSG00000137809,ITGA11,mRNA,22801
ENSG00000156886,ITGAD,mRNA,3681
ENSG00000083457,ITGAE,mRNA,3682
ENSG00000005844,ITGAL,lncRNA,3683
ENSG00000169896,ITGAM,mRNA,3684
ENSG00000138448,ITGAV,mRNA,3685
ENSG00000140678,ITGAX,mRNA,3687
ENSG00000150093,ITGB1,lncRNA,3688
ENSG00000119185,ITGB1BP1,lncRNA,9270
ENSG00000147166,ITGB1BP2,lncRNA,26548
ENSG00000160255,ITGB2,lncRNA,3689
ENSG00000259207,ITGB3,lncRNA,3690
ENSG00000142856,ITGB3BP,mRNA,23421
ENSG00000132470,ITGB4,mRNA,3691
ENSG00000082781,ITGB5,mRNA,3693
ENSG00000115221,ITGB6,mRNA,3694
ENSG00000139626,ITGB7,mRNA,3695
ENSG00000105855,ITGB8,mRNA,3696
ENSG00000198542,ITGBL1,mRNA,9358
ENSG00000055957,ITIH1,mRNA,3697
ENSG00000151655,ITIH2,lncRNA,3698
ENSG00000162267,ITIH3,mRNA,3699
ENSG00000055955,ITIH4,lncRNA,3700
ENSG00000123243,ITIH5,mRNA,80760
ENSG00000102313,ITIH6,lncRNA,347365
ENSG00000113263,ITK,mRNA,3702
ENSG00000179914,ITLN1,mRNA,55600
ENSG00000158764,ITLN2,lncRNA,142683
ENSG00000078596,ITM2A,mRNA,9452
ENSG00000136156,ITM2B,lncRNA,9445
ENSG00000135916,ITM2C,lncRNA,81618
ENSG00000125877,ITPA,lncRNA,3704
ENSG00000100605,ITPK1,mRNA,3705
ENSG00000137825,ITPKA,lncRNA,3706
ENSG00000143772,ITPKB,lncRNA,3707
ENSG00000086544,ITPKC,mRNA,80271
ENSG00000150995,ITPR1,lncRNA,3708
ENSG00000123104,ITPR2,mRNA,3709
ENSG00000096433,ITPR3,lncRNA,3710
ENSG00000180347,ITPRID1,mRNA,223075
ENSG00000138434,ITPRID2,lncRNA,6744
ENSG00000148841,ITPRIP,mRNA,85450
ENSG00000198885,ITPRIPL1,mRNA,150771
ENSG00000205730,ITPRIPL2,lncRNA,162073
ENSG00000205726,ITSN1,mRNA,6453
ENSG00000198399,ITSN2,mRNA,50618
ENSG00000128928,IVD,mRNA,3712
ENSG00000163207,IVL,mRNA,3713
ENSG00000116679,IVNS1ABP,mRNA,10625
ENSG00000163166,IWS1,lncRNA,55677
ENSG00000009765,IYD,lncRNA,389434
ENSG00000182264,IZUMO1,mRNA,284359
ENSG00000183560,IZUMO1R,lncRNA,390243
ENSG00000161652,IZUMO2,mRNA,126123
ENSG00000205442,IZUMO3,lncRNA,100129669
ENSG00000099840,IZUMO4,lncRNA,113177
ENSG00000077684,JADE1,mRNA,79960
ENSG00000043143,JADE2,lncRNA,23338
ENSG00000102221,JADE3,lncRNA,9767
ENSG00000101384,JAG1,lncRNA,182
ENSG00000184916,JAG2,mRNA,3714
ENSG00000171135,JAGN1,mRNA,84522
ENSG00000162434,JAK1,lncRNA,3716
ENSG00000096968,JAK2,lncRNA,3717
ENSG00000105639,JAK3,lncRNA,3718
ENSG00000152969,JAKMIP1,lncRNA,152789
ENSG00000176049,JAKMIP2,mRNA,9832
ENSG00000188385,JAKMIP3,lncRNA,282973
ENSG00000154721,JAM2,mRNA,58494
ENSG00000166086,JAM3,mRNA,83700
ENSG00000160593,JAML,lncRNA,120425
ENSG00000008083,JARID2,mRNA,3720
ENSG00000153814,JAZF1,lncRNA,221895
ENSG00000165757,JCAD,lncRNA,57608
ENSG00000132465,JCHAIN,mRNA,3512
ENSG00000140044,JDP2,lncRNA,122953
ENSG00000109944,JHY,mRNA,79864
ENSG00000050130,JKAMP,lncRNA,51528
ENSG00000171988,JMJD1C,lncRNA,221037
ENSG00000081692,JMJD4,mRNA,65094
ENSG00000070495,JMJD6,lncRNA,23210
ENSG00000243789,JMJD7,mRNA,100137047
ENSG00000161999,JMJD8,lncRNA,339123
ENSG00000152409,JMY,mRNA,133746
ENSG00000100221,JOSD1,mRNA,9929
ENSG00000161677,JOSD2,lncRNA,126119
ENSG00000104369,JPH1,mRNA,56704
ENSG00000149596,JPH2,mRNA,57158
ENSG00000154118,JPH3,mRNA,57338
ENSG00000092051,JPH4,lncRNA,84502
ENSG00000189159,JPT1,lncRNA,51155
ENSG00000206053,JPT2,lncRNA,90861
ENSG00000234616,JRK,mRNA,8629
ENSG00000183340,JRKL,lncRNA,8690
ENSG00000167476,JSRP1,mRNA,126306
ENSG00000143543,JTB,lncRNA,10899
ENSG00000177606,JUN,lncRNA,3725
ENSG00000171223,JUNB,mRNA,3726
ENSG00000130522,JUND,lncRNA,3727
ENSG00000173801,JUP,lncRNA,3728
ENSG00000160145,KALRN,mRNA,8997
ENSG00000107104,KANK1,lncRNA,23189
ENSG00000197256,KANK2,mRNA,25959
ENSG00000186994,KANK3,mRNA,256949
ENSG00000132854,KANK4,mRNA,163782
ENSG00000120071,KANSL1,lncRNA,284058
ENSG00000144445,KANSL1L,mRNA,151050
ENSG00000139620,KANSL2,lncRNA,54934
ENSG00000114982,KANSL3,lncRNA,55683
ENSG00000232593,KANTR,lncRNA,102723508
ENSG00000065427,KARS1,mRNA,3735
ENSG00000161609,KASH5,lncRNA,147872
ENSG00000108773,KAT2A,lncRNA,2648
ENSG00000114166,KAT2B,lncRNA,8850
ENSG00000172977,KAT5,lncRNA,10524
ENSG00000083168,KAT6A,lncRNA,7994
ENSG00000156650,KAT6B,lncRNA,23522
ENSG00000136504,KAT7,lncRNA,11143
ENSG00000103510,KAT8,mRNA,84148
ENSG00000149474,KAT14,mRNA,57325
ENSG00000186625,KATNA1,lncRNA,11104
ENSG00000102781,KATNAL1,lncRNA,84056
ENSG00000167216,KATNAL2,mRNA,83473
ENSG00000140854,KATNB1,mRNA,10300
ENSG00000134152,KATNBL1,mRNA,79768
ENSG00000047578,KATNIP,lncRNA,23247
ENSG00000107821,KAZALD1,mRNA,81621
ENSG00000189337,KAZN,mRNA,23254
ENSG00000170852,KBTBD2,lncRNA,25948
ENSG00000182359,KBTBD3,lncRNA,143879
ENSG00000123444,KBTBD4,lncRNA,55709
ENSG00000165572,KBTBD6,lncRNA,89890
ENSG00000120696,KBTBD7,lncRNA,84078
ENSG00000163376,KBTBD8,lncRNA,84541
ENSG00000176595,KBTBD11,mRNA,9920
ENSG00000187715,KBTBD12,lncRNA,166348
ENSG00000234438,KBTBD13,mRNA,390594
ENSG00000176407,KCMF1,lncRNA,56888
ENSG00000111262,KCNA1,mRNA,3736
ENSG00000177301,KCNA2,lncRNA,3737
ENSG00000177272,KCNA3,lncRNA,3738
ENSG00000182255,KCNA4,mRNA,3739
ENSG00000130037,KCNA5,lncRNA,3741
ENSG00000151079,KCNA6,mRNA,3742
ENSG00000104848,KCNA7,mRNA,3743
ENSG00000143105,KCNA10,lncRNA,3744
ENSG00000169282,KCNAB1,lncRNA,7881
ENSG00000069424,KCNAB2,lncRNA,8514
ENSG00000170049,KCNAB3,lncRNA,9196
ENSG00000158445,KCNB1,lncRNA,3745
ENSG00000182674,KCNB2,lncRNA,9312
ENSG00000129159,KCNC1,lncRNA,3746
ENSG00000166006,KCNC2,mRNA,3747
ENSG00000131398,KCNC3,mRNA,3748
ENSG00000116396,KCNC4,lncRNA,3749
ENSG00000102057,KCND1,mRNA,3750
ENSG00000184408,KCND2,lncRNA,3751
ENSG00000171385,KCND3,lncRNA,3752
ENSG00000180509,KCNE1,mRNA,3753
ENSG00000159197,KCNE2,lncRNA,9992
ENSG00000175538,KCNE3,lncRNA,10008
ENSG00000152049,KCNE4,mRNA,23704
ENSG00000176076,KCNE5,lncRNA,23630
ENSG00000162975,KCNF1,lncRNA,3754
ENSG00000026559,KCNG1,lncRNA,3755
ENSG00000178342,KCNG2,mRNA,26251
ENSG00000171126,KCNG3,mRNA,170850
ENSG00000168418,KCNG4,mRNA,93107
ENSG00000143473,KCNH1,lncRNA,3756
ENSG00000055118,KCNH2,lncRNA,3757
ENSG00000135519,KCNH3,mRNA,23416
ENSG00000089558,KCNH4,mRNA,23415
ENSG00000140015,KCNH5,lncRNA,27133
ENSG00000173826,KCNH6,lncRNA,81033
ENSG00000184611,KCNH7,lncRNA,90134
ENSG00000183960,KCNH8,mRNA,131096
ENSG00000182132,KCNIP1,lncRNA,30820
ENSG00000120049,KCNIP2,lncRNA,30819
ENSG00000115041,KCNIP3,lncRNA,30818
ENSG00000185774,KCNIP4,mRNA,80333
ENSG00000151704,KCNJ1,mRNA,3758
ENSG00000123700,KCNJ2,lncRNA,3759
ENSG00000162989,KCNJ3,mRNA,3760
ENSG00000168135,KCNJ4,lncRNA,3761
ENSG00000120457,KCNJ5,lncRNA,3762
ENSG00000157542,KCNJ6,lncRNA,3763
ENSG00000121361,KCNJ8,lncRNA,3764
ENSG00000162728,KCNJ9,mRNA,3765
ENSG00000177807,KCNJ10,mRNA,3766
ENSG00000187486,KCNJ11,lncRNA,3767
ENSG00000184185,KCNJ12,mRNA,3768
ENSG00000115474,KCNJ13,mRNA,3769
ENSG00000182324,KCNJ14,lncRNA,3770
